brand,model_name,os,price,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm
Oppo,Oppo_2402,Android,200.65,2022,765,2194,75.26,Glass,5,1,5.2,WiFi 6E,Dimensity 6020,6,512,5.96,LCD,144,4379,45,50,32,Wide,182.8,9.08
OnePlus,OnePlus_3974,Android,612.89,2021,4318,5011,76.3,Metal,4,2,5.3,WiFi 6E,Dimensity 900,12,256,6.55,LCD,90,6363,18,64,50,Ultra-Wide,168.9,7.31
Apple,Apple_3717,iOS,1084.89,2023,8051,9942,91.36,Glass,7,1,5.1,WiFi 5,Snapdragon 8 Gen 2,8,128,6.66,AMOLED,120,3391,18,108,8,"Telephoto, Wide",164.8,7.74
OnePlus,OnePlus_7399,Android,457.28,2021,2681,4488,81.03,Glass,6,1,4.2,WiFi 6,Dimensity 900,6,128,5.53,LCD,60,5716,25,64,32,"Depth, Ultra-Wide",169.8,8.14
Apple,Apple_2598,iOS,1206.45,2018,8990,11471,89.04,Glass,4,1,5,WiFi 6E,Snapdragon 8 Gen 2,8,64,5.64,AMOLED,120,3074,33,200,16,"Ultra-Wide, Telephoto",200.2,9.39
Realme,Realme_2022,Android,185.01,2020,1811,3181,93.84,Glass,4,2,5.1,WiFi 5,Dimensity 6020,4,128,6.75,AMOLED,60,5637,33,48,8,"Wide, Macro, Depth",164.4,9.25
Apple,Apple_3109,iOS,1414.84,2022,10017,13164,79.76,Plastic,2,1,4.2,WiFi 6,A17 Bionic,12,64,6.57,OLED,90,3370,45,200,8,"Ultra-Wide, Depth, Wide",214.4,7.74
OnePlus,OnePlus_8999,Android,384.29,2018,3193,4029,81.36,Metal,6,1,5.2,WiFi 6,Dimensity 900,12,64,5.7,LCD,60,5542,18,50,16,Macro,173.3,8.87
Vivo,Vivo_5392,Android,422.85,2024,3180,3276,85.89,Metal,2,2,5,WiFi 6E,Dimensity 900,12,64,6.33,AMOLED,120,5065,33,64,32,"Macro, Depth",211.8,8.6
Xiaomi,Xiaomi_6703,Android,223.5,2019,1737,1613,76.08,Glass,4,2,5.2,WiFi 5,Snapdragon 680,4,128,6.71,LCD,60,5285,100,13,50,"Macro, Telephoto",191.4,8.92
Vivo,Vivo_7970,Android,236.91,2025,1957,2366,92.11,Metal,6,1,5.3,WiFi 5,Snapdragon 680,3,64,6.49,LCD,120,5546,100,48,50,"Ultra-Wide, Wide",196.4,9.12
Samsung,Samsung_2098,Android,896.18,2025,6342,7203,85.85,Metal,6,1,5,WiFi 6,Snapdragon 8 Gen 2,16,128,6.04,OLED,120,5479,33,108,50,"Telephoto, Wide",155.6,9.15
Samsung,Samsung_1678,Android,662.07,2024,5025,5723,81.16,Glass,5,2,5.1,WiFi 6E,Exynos 1380,12,128,6.19,AMOLED,90,5451,65,50,50,"Depth, Wide",178.4,7.8
Motorola,Motorola_2890,Android,202.39,2021,908,1762,81.46,Glass,2,2,5.3,WiFi 5,Helio G85,6,256,6.55,OLED,60,3929,100,48,8,"Ultra-Wide, Telephoto, Wide",196.4,7.16
Sony,Sony_3161,Android,100.61,2023,323,1697,76.42,Glass,7,1,5.3,WiFi 5,Helio G85,6,128,6.39,LCD,120,5194,25,50,32,"Telephoto, Macro, Depth, Wide",179.4,7.71
Xiaomi,Xiaomi_7533,Android,301.32,2019,2553,2218,90.14,Metal,7,1,5.1,WiFi 6E,Snapdragon 778G,12,128,6.26,LCD,90,5355,45,64,8,Wide,223.8,8.1
Apple,Apple_9473,iOS,1405.96,2020,10312,13621,84.21,Metal,6,2,4.2,WiFi 6E,A17 Bionic,12,128,6.28,AMOLED,120,3546,45,200,16,"Telephoto, Depth",211.8,7.66
Xiaomi,Xiaomi_4170,Android,414.05,2018,2931,4184,94.72,Glass,7,2,5.1,WiFi 6E,Dimensity 900,6,128,6.2,LCD,90,7095,25,64,32,"Depth, Macro",178.5,8.43
Oppo,Oppo_1596,Android,556.52,2023,3610,5382,85.51,Metal,2,2,5.2,WiFi 5,Snapdragon 778G,6,128,6.74,AMOLED,60,5005,18,64,50,"Telephoto, Depth, Macro",212.2,7.7
OnePlus,OnePlus_9964,Android,761.14,2021,5689,7344,84.6,Plastic,7,2,5.1,WiFi 5,Snapdragon 8 Gen 2,12,64,6.19,OLED,120,7573,100,200,8,Telephoto,186.5,8.27
Vivo,Vivo_9959,Android,168.29,2018,1246,1781,93.99,Glass,2,1,5.2,WiFi 5,Helio G85,4,512,5.53,AMOLED,90,5546,25,50,32,"Ultra-Wide, Macro, Telephoto, Wide",210.6,8.87
Vivo,Vivo_4632,Android,319.09,2022,2759,2288,79.1,Plastic,5,1,5,WiFi 6,Dimensity 900,8,64,5.95,LCD,90,4643,33,50,50,"Telephoto, Ultra-Wide, Wide, Macro",169.8,8.62
Motorola,Motorola_2780,Android,394.06,2021,3082,3234,82.45,Glass,6,1,5.3,WiFi 6,Dimensity 900,12,64,6.16,LCD,120,5775,25,64,16,"Telephoto, Wide, Ultra-Wide, Macro",204.2,7.12
Oppo,Oppo_1270,Android,395.84,2021,2291,4229,90.24,Metal,2,1,5.3,WiFi 6E,Exynos 1380,6,128,6.06,AMOLED,60,4897,100,50,50,Macro,199,8.88
Oppo,Oppo_7900,Android,320.84,2024,2281,2300,81.15,Metal,4,1,5.3,WiFi 6E,Snapdragon 778G,8,128,6.59,AMOLED,60,4770,33,50,8,"Depth, Telephoto",227.8,7.45
Xiaomi,Xiaomi_3453,Android,105.28,2025,772,528,82.74,Glass,6,2,4.2,WiFi 6E,Snapdragon 680,3,128,6.78,OLED,60,4538,18,48,8,"Telephoto, Ultra-Wide",164.4,8.64
Google,Google_3451,Android,821.29,2020,6300,7436,84.13,Glass,7,2,5.1,WiFi 5,Snapdragon 8 Gen 2,8,128,6.65,AMOLED,90,5330,100,200,16,"Wide, Telephoto, Ultra-Wide",184.2,7.75
Apple,Apple_4899,iOS,855.85,2025,6393,8240,85.21,Metal,4,2,5.3,WiFi 6,Tensor G3,8,64,6.4,LCD,120,3464,18,50,50,"Macro, Wide, Ultra-Wide",216.8,7.98
Sony,Sony_4921,Android,366.99,2018,2247,2447,84.89,Metal,3,1,5.1,WiFi 6,Dimensity 900,12,512,6.82,AMOLED,90,5326,33,64,32,"Depth, Ultra-Wide, Wide",191.7,7.56
Xiaomi,Xiaomi_3389,Android,96.83,2025,217,1262,93.68,Glass,6,2,5.2,WiFi 6,Dimensity 6020,3,128,6.64,AMOLED,60,4084,25,50,8,"Telephoto, Ultra-Wide, Wide, Macro",209.9,9.36
Samsung,Samsung_4738,Android,776.67,2019,5947,7333,82.26,Metal,5,1,5.3,WiFi 6E,A17 Bionic,16,128,6.22,AMOLED,120,4705,100,50,32,"Depth, Macro, Ultra-Wide, Wide",201.6,8.67
Oppo,Oppo_4089,Android,406.78,2018,3369,3801,77.08,Metal,4,2,4.2,WiFi 5,Exynos 1380,6,128,5.96,AMOLED,90,4986,65,50,50,"Wide, Ultra-Wide",178.4,7.98
OnePlus,OnePlus_4885,Android,134.79,2021,595,1641,84.11,Plastic,7,2,5.2,WiFi 6,Snapdragon 680,6,256,6.74,LCD,60,5124,100,50,32,"Telephoto, Ultra-Wide",197.9,7.97
Vivo,Vivo_1631,Android,368.41,2022,2558,3798,75.55,Plastic,6,2,5.3,WiFi 6,Exynos 1380,12,128,5.99,AMOLED,60,4882,45,50,32,Telephoto,190.8,9.15
Motorola,Motorola_3824,Android,386.12,2024,3141,3757,92.47,Plastic,5,1,5.1,WiFi 6,Exynos 1380,12,256,6.81,AMOLED,60,4106,33,108,32,"Macro, Depth, Wide",187.9,8.46
Realme,Realme_6401,Android,274.47,2024,1403,1935,87.15,Plastic,4,1,5.1,WiFi 6E,Dimensity 900,6,128,6.24,AMOLED,120,4513,33,64,16,"Wide, Macro, Ultra-Wide",150.8,7.89
Google,Google_4604,Android,944.76,2025,6955,8387,92.43,Plastic,5,2,5,WiFi 5,Tensor G3,16,128,6.49,OLED,90,4854,18,50,16,"Telephoto, Wide, Depth",213.6,8.71
Sony,Sony_4933,Android,468.46,2024,2296,4656,80.07,Glass,5,1,5.3,WiFi 5,Dimensity 900,12,128,6.34,OLED,60,3768,65,50,50,"Wide, Ultra-Wide, Telephoto",177,8.05
Oppo,Oppo_6231,Android,281.02,2019,2540,2206,89.32,Plastic,4,1,5,WiFi 5,Snapdragon 778G,12,128,6.29,AMOLED,60,4226,65,64,32,Macro,192.2,9.03
Motorola,Motorola_5597,Android,399.85,2024,3040,3723,81.68,Plastic,5,2,5.1,WiFi 6,Dimensity 900,6,256,5.6,AMOLED,90,3947,45,108,8,Telephoto,175.5,7.23
Oppo,Oppo_4949,Android,321.24,2018,3357,3209,84.9,Metal,2,2,5.2,WiFi 6,Exynos 1380,6,128,6.73,AMOLED,144,3161,45,50,32,"Ultra-Wide, Wide, Macro, Telephoto",179.8,9.4
Apple,Apple_1141,iOS,1085.64,2023,8428,9920,91.27,Metal,7,1,5.1,WiFi 6E,A17 Bionic,16,128,6.17,OLED,120,3130,65,108,32,"Ultra-Wide, Wide",180.7,8.73
Sony,Sony_5988,Android,484.64,2019,3741,4703,88.31,Metal,7,1,5.1,WiFi 5,Snapdragon 778G,8,256,5.84,AMOLED,90,4786,25,50,32,"Wide, Depth, Ultra-Wide",189.9,7.46
Realme,Realme_7081,Android,294.81,2023,2696,2732,94.62,Glass,3,2,5.1,WiFi 5,Dimensity 900,8,128,6.07,AMOLED,60,5352,25,50,8,"Ultra-Wide, Macro",146.5,8.51
OnePlus,OnePlus_8206,Android,289.59,2019,1681,2239,93.59,Plastic,4,1,5,WiFi 5,Exynos 1380,6,512,6.63,AMOLED,60,4195,18,108,16,"Depth, Macro",210.6,8.69
OnePlus,OnePlus_2887,Android,394.3,2023,3710,4773,81.79,Metal,7,1,5,WiFi 6E,Exynos 1380,6,64,5.68,AMOLED,90,4292,33,50,50,"Macro, Telephoto, Wide",208.8,8.88
Sony,Sony_6786,Android,403.98,2022,2334,4943,83.33,Glass,6,1,4.2,WiFi 5,Snapdragon 778G,8,128,6.68,LCD,90,4567,100,50,50,"Depth, Telephoto",212.2,7.7
Realme,Realme_9892,Android,302.08,2025,2189,2620,79.4,Plastic,7,2,5.3,WiFi 5,Snapdragon 778G,6,64,6.3,LCD,90,5309,18,50,8,"Telephoto, Macro, Depth",191,9.12
Vivo,Vivo_6152,Android,345.2,2024,889,3750,76.32,Glass,5,1,5.1,WiFi 6E,Dimensity 900,8,128,6.3,AMOLED,90,6442,25,108,32,"Macro, Wide, Telephoto",206.3,7.8
Apple,Apple_4232,iOS,1560.78,2025,12003,14520,81.65,Plastic,4,2,5.1,WiFi 6,Tensor G3,8,64,6.11,AMOLED,144,3530,100,50,8,Depth,178.2,8.84
Motorola,Motorola_2516,Android,143.21,2019,1271,1469,81.11,Plastic,2,1,5,WiFi 6E,Dimensity 6020,4,512,6.83,LCD,60,5000,65,48,16,Wide,183.1,7.93
Vivo,Vivo_2880,Android,269.02,2022,2371,1949,76.16,Metal,4,1,5.2,WiFi 5,Dimensity 900,12,64,6.62,AMOLED,60,3639,25,64,8,"Telephoto, Ultra-Wide, Macro, Wide",200.1,7.72
Motorola,Motorola_5481,Android,389.08,2019,2665,3812,93.65,Metal,4,1,5.1,WiFi 6,Snapdragon 778G,12,256,5.7,LCD,60,4339,65,50,32,"Depth, Macro, Wide",172,7.88
OnePlus,OnePlus_6882,Android,463.54,2018,3380,3979,85.1,Glass,2,1,5.3,WiFi 6E,Snapdragon 778G,6,128,5.8,LCD,60,5440,45,108,32,Depth,186.3,8.54
Vivo,Vivo_4977,Android,148.83,2023,2112,1677,93.94,Plastic,4,2,5.2,WiFi 6E,Helio G85,4,256,6.47,AMOLED,120,5721,25,13,32,Ultra-Wide,207.6,9.13
Motorola,Motorola_9761,Android,193.27,2024,1867,1685,84.76,Metal,6,1,5.3,WiFi 6E,Snapdragon 680,4,512,6.22,OLED,60,6404,25,13,8,"Wide, Telephoto",185.5,8.27
Motorola,Motorola_6201,Android,382.87,2022,3126,3597,93.38,Metal,5,2,5.1,WiFi 6,Snapdragon 778G,6,256,6.02,AMOLED,90,6386,45,108,50,"Telephoto, Ultra-Wide",155.1,7.89
Apple,Apple_2372,iOS,1410.7,2021,10819,13511,78.57,Metal,4,1,5.3,WiFi 5,A17 Bionic,12,64,5.52,LCD,90,3449,45,108,50,"Wide, Depth, Ultra-Wide",197.2,7.5
Samsung,Samsung_4755,Android,640.73,2019,5563,5627,75.65,Glass,5,2,5.1,WiFi 6E,Snapdragon 778G,8,128,6.81,LCD,90,4596,33,50,50,Ultra-Wide,173.8,7.71
Sony,Sony_4500,Android,631.04,2021,4757,5439,83.55,Glass,2,2,5.3,WiFi 6E,Exynos 1380,6,256,5.58,OLED,90,5620,25,50,50,Ultra-Wide,187,8.13
Realme,Realme_3459,Android,282.55,2024,2329,3344,83.68,Metal,4,1,4.2,WiFi 6E,Snapdragon 778G,8,256,5.9,AMOLED,120,4842,18,50,50,Macro,220.9,8.42
Apple,Apple_7022,iOS,835.14,2023,6694,8065,91.42,Plastic,4,1,4.2,WiFi 6E,Tensor G3,16,128,6.16,OLED,144,3749,25,50,32,"Macro, Wide, Ultra-Wide",218.2,7.03
OnePlus,OnePlus_8348,Android,607.9,2022,3375,5881,90.22,Plastic,7,2,4.2,WiFi 5,Exynos 1380,8,64,6.52,AMOLED,60,5093,45,64,32,"Wide, Depth",197.5,9.03
Google,Google_1272,Android,1115.22,2021,8668,10082,84.2,Metal,7,2,5.2,WiFi 6,Snapdragon 8 Gen 2,16,512,5.85,LCD,120,5099,100,200,16,"Wide, Telephoto",199,7.33
Realme,Realme_8134,Android,305.85,2025,2082,2515,76.96,Plastic,7,2,5.3,WiFi 6,Exynos 1380,8,64,6.22,AMOLED,120,6103,65,108,50,Ultra-Wide,202.7,7.26
Google,Google_7131,Android,867.87,2023,5866,8096,78.43,Plastic,7,2,5.2,WiFi 5,A17 Bionic,12,64,6.39,AMOLED,120,3928,25,50,50,Ultra-Wide,174.4,7.35
Xiaomi,Xiaomi_6011,Android,330.73,2018,2152,2120,91.48,Metal,7,1,5.2,WiFi 5,Exynos 1380,8,128,5.82,AMOLED,144,4166,100,50,50,"Telephoto, Depth",210.2,7.32
Vivo,Vivo_3631,Android,493.61,2018,3503,4241,93.77,Metal,7,1,4.2,WiFi 5,Exynos 1380,12,256,6.03,OLED,60,4771,25,50,16,"Telephoto, Macro, Depth, Ultra-Wide",178.8,7.16
OnePlus,OnePlus_1818,Android,804.9,2025,6980,8075,75.3,Glass,3,1,5.2,WiFi 6,Snapdragon 8 Gen 2,16,256,6.38,AMOLED,120,5541,25,200,32,"Ultra-Wide, Telephoto, Wide, Depth",174,7.19
OnePlus,OnePlus_5335,Android,645.67,2022,4675,6473,79.86,Glass,4,1,5.2,WiFi 5,Exynos 1380,8,512,5.63,AMOLED,60,4758,25,50,50,"Depth, Telephoto",216.5,7.73
Vivo,Vivo_4903,Android,67.06,2018,553,861,87.09,Metal,5,1,4.2,WiFi 5,Snapdragon 680,4,128,5.79,AMOLED,60,4173,18,48,8,Depth,198.9,9.09
Motorola,Motorola_7446,Android,210.83,2020,1586,2203,78.47,Plastic,5,1,5,WiFi 5,Dimensity 6020,3,64,6.53,OLED,90,4556,65,13,16,"Telephoto, Ultra-Wide, Depth",182.2,8.85
Apple,Apple_6082,iOS,1458.86,2023,10736,14025,87.42,Metal,7,1,5,WiFi 6E,A17 Bionic,16,512,5.85,AMOLED,60,3657,33,50,16,Wide,172.9,8.77
Google,Google_4508,Android,838.7,2025,6362,7842,86.22,Plastic,3,2,5.3,WiFi 6E,A17 Bionic,12,64,6.69,OLED,144,5278,25,200,8,Ultra-Wide,172,8.04
Realme,Realme_1236,Android,225.7,2022,1819,1290,85.85,Metal,6,1,5.3,WiFi 5,Dimensity 6020,6,128,6.5,AMOLED,60,4368,33,13,32,"Depth, Ultra-Wide, Telephoto, Wide",184,7.96
Realme,Realme_1989,Android,227.66,2025,917,1739,81.61,Metal,4,2,5.3,WiFi 6E,Helio G85,6,256,6.86,LCD,144,4981,25,48,32,"Telephoto, Ultra-Wide, Wide, Depth",205.8,7.1
Samsung,Samsung_6187,Android,1042.15,2022,7387,9041,88.93,Plastic,3,2,5,WiFi 5,A17 Bionic,12,128,6.17,AMOLED,90,5669,25,50,16,"Telephoto, Wide",185.8,8.95
Vivo,Vivo_1530,Android,202.19,2021,1806,975,79.05,Glass,2,1,5.3,WiFi 5,Helio G85,4,256,6.02,OLED,90,5168,45,50,16,Telephoto,246.1,8.94
OnePlus,OnePlus_9902,Android,637.65,2023,5174,6520,79.83,Plastic,6,1,5.1,WiFi 6,Dimensity 900,12,256,6.12,OLED,60,4690,65,108,16,"Wide, Macro, Ultra-Wide",208.4,9.04
Vivo,Vivo_4185,Android,357.11,2020,3273,2955,80,Plastic,6,1,5,WiFi 5,Snapdragon 778G,6,256,6.64,AMOLED,144,4431,18,64,8,"Depth, Wide",179.5,7.9
Samsung,Samsung_6407,Android,395.02,2023,3308,4259,83.55,Glass,2,1,4.2,WiFi 6,Snapdragon 778G,8,512,5.63,OLED,60,4925,65,64,32,"Macro, Depth, Telephoto",182.7,7.25
Samsung,Samsung_1454,Android,806.7,2020,6753,7735,92.65,Metal,4,2,5.1,WiFi 6,A17 Bionic,12,256,6.68,AMOLED,90,6493,33,200,50,"Wide, Telephoto",187.1,8.31
Motorola,Motorola_7311,Android,76.61,2024,1108,1142,78.95,Metal,2,1,5,WiFi 6E,Snapdragon 680,3,128,6.48,AMOLED,144,4244,18,13,8,Macro,131.4,7.64
OnePlus,OnePlus_3893,Android,883.16,2023,6848,8697,76.98,Glass,3,1,5.3,WiFi 6E,Tensor G3,8,128,5.57,LCD,120,5275,45,108,16,"Wide, Ultra-Wide",161.7,8.8
Samsung,Samsung_1518,Android,926.68,2020,5952,9617,83.02,Plastic,7,1,5.1,WiFi 6E,Snapdragon 8 Gen 2,8,128,5.6,AMOLED,90,4374,45,108,8,Depth,163.6,9.33
Xiaomi,Xiaomi_2238,Android,274.14,2021,1605,2459,92.88,Glass,5,2,4.2,WiFi 6E,Exynos 1380,12,512,5.62,AMOLED,60,4620,65,50,32,"Depth, Ultra-Wide",191.6,9.42
OnePlus,OnePlus_3220,Android,481.99,2019,3880,4605,78.78,Plastic,3,1,5,WiFi 6,Snapdragon 778G,6,64,5.51,OLED,120,4211,45,108,16,Macro,208.5,8.88
Realme,Realme_2079,Android,292.75,2019,2707,2681,76.58,Metal,4,1,5.1,WiFi 6,Dimensity 900,8,64,6.74,OLED,90,5781,100,108,50,"Ultra-Wide, Telephoto",212.9,8.82
Sony,Sony_5032,Android,266.67,2024,2182,2437,88.11,Glass,6,1,4.2,WiFi 6,Dimensity 6020,4,256,6.52,AMOLED,90,6497,65,13,8,"Macro, Wide, Ultra-Wide",206.3,7.66
Sony,Sony_5887,Android,569.73,2020,3689,5095,85.84,Glass,3,2,5.1,WiFi 6,Snapdragon 778G,6,128,5.72,AMOLED,90,4888,18,108,16,"Telephoto, Macro, Wide",173.5,8.39
Samsung,Samsung_8482,Android,966.31,2018,6666,8843,76.11,Plastic,5,1,5.1,WiFi 5,A17 Bionic,12,256,6.37,AMOLED,120,5589,45,108,32,Depth,225.5,7.45
Apple,Apple_4112,iOS,1149.99,2020,8408,10557,77.02,Plastic,3,1,5.2,WiFi 6,A17 Bionic,12,64,6.19,OLED,120,3646,33,50,32,"Depth, Wide",145.2,8.59
Xiaomi,Xiaomi_7914,Android,197.99,2018,1440,2296,77.32,Plastic,7,2,5.3,WiFi 5,Helio G85,6,256,6.53,OLED,120,3704,25,13,50,"Telephoto, Wide, Macro, Ultra-Wide",169.5,8.74
Sony,Sony_7816,Android,591.54,2025,4736,5491,82.84,Glass,6,2,4.2,WiFi 5,Exynos 1380,8,64,6.76,LCD,144,6498,65,64,8,"Macro, Wide, Telephoto",192.9,8.54
OnePlus,OnePlus_1385,Android,700.69,2023,5036,7144,89.08,Plastic,7,2,5.2,WiFi 6E,Snapdragon 8 Gen 2,12,256,6.08,OLED,90,4085,25,200,8,Macro,224,7.98
OnePlus,OnePlus_6640,Android,500.65,2020,4238,4512,80.9,Plastic,3,2,5,WiFi 6E,Snapdragon 778G,6,256,6.16,LCD,60,3320,25,64,32,"Telephoto, Depth, Wide",191.4,7.24
Oppo,Oppo_3708,Android,256.52,2022,1377,1981,85.9,Glass,5,1,5.3,WiFi 6E,Helio G85,3,128,6.14,OLED,90,4308,33,13,50,"Depth, Wide",177.1,8.68
Oppo,Oppo_2032,Android,143.33,2018,1575,1842,84.88,Plastic,2,1,5,WiFi 6E,Snapdragon 680,3,64,6.79,OLED,90,3785,33,13,8,"Macro, Telephoto, Wide",147.7,7.41
Samsung,Samsung_1721,Android,369.34,2021,2651,3342,88.69,Metal,7,1,4.2,WiFi 5,Dimensity 900,6,256,6.45,LCD,144,4892,18,50,32,"Telephoto, Macro, Wide",201.3,7.55
Motorola,Motorola_6533,Android,334.74,2018,2875,3422,83.95,Plastic,6,1,5.3,WiFi 5,Snapdragon 778G,12,128,6.06,AMOLED,90,5236,33,50,8,"Ultra-Wide, Macro",189.5,7.78
Realme,Realme_3052,Android,105.67,2018,359,1050,78.81,Metal,7,1,5.2,WiFi 6,Dimensity 6020,3,128,5.94,AMOLED,90,4330,33,48,16,"Wide, Macro, Depth",157.5,7.18
Samsung,Samsung_6566,Android,757.96,2024,5679,6561,78.74,Metal,4,2,4.2,WiFi 5,A17 Bionic,8,64,6.27,OLED,120,6340,65,50,32,"Depth, Ultra-Wide",187.2,8.11
Oppo,Oppo_9033,Android,199.84,2021,1101,1269,75.22,Plastic,4,2,5,WiFi 6E,Dimensity 6020,6,256,6.88,LCD,120,4384,25,48,50,"Depth, Wide, Macro, Telephoto",169.3,9.49
Realme,Realme_8587,Android,262.97,2021,1350,2619,84.32,Plastic,2,1,5.1,WiFi 6E,Dimensity 6020,3,64,5.79,LCD,60,5434,33,13,8,"Wide, Telephoto",206.8,7.24
OnePlus,OnePlus_8160,Android,426.4,2020,3624,3798,78.43,Glass,4,1,4.2,WiFi 5,Snapdragon 778G,6,256,5.89,OLED,144,3808,45,64,50,"Macro, Depth, Ultra-Wide, Telephoto",214.7,8.14
Google,Google_1918,Android,974.06,2018,6536,9300,80.25,Glass,2,2,5.2,WiFi 5,Snapdragon 8 Gen 2,12,64,6.31,LCD,120,3079,65,50,16,"Wide, Depth, Macro",147.8,8.05
Motorola,Motorola_6103,Android,213.85,2023,2115,2063,82.97,Metal,5,2,5.2,WiFi 6E,Snapdragon 680,3,128,6.64,AMOLED,90,6210,18,50,8,Ultra-Wide,204.3,7.15
Oppo,Oppo_3585,Android,148.96,2022,1441,1335,92.7,Glass,7,1,4.2,WiFi 6,Snapdragon 680,6,512,6.54,AMOLED,60,4910,65,13,8,"Telephoto, Depth",150.9,8.48
Realme,Realme_6620,Android,335.66,2019,3358,3994,84.35,Glass,5,2,4.2,WiFi 5,Snapdragon 778G,6,128,6.3,OLED,60,5725,45,50,16,Telephoto,158.9,8.66
Xiaomi,Xiaomi_9797,Android,436.42,2021,3256,3965,84.75,Plastic,6,1,4.2,WiFi 6,Exynos 1380,8,128,5.54,LCD,60,3099,45,108,32,Telephoto,186.3,7.24
Xiaomi,Xiaomi_3098,Android,203.61,2024,1359,1840,79.04,Plastic,2,2,4.2,WiFi 6E,Dimensity 6020,3,256,5.91,LCD,90,4159,45,48,16,"Ultra-Wide, Macro",180.3,7.09
Sony,Sony_8941,Android,118.7,2020,1060,2235,83.95,Plastic,3,2,4.2,WiFi 6,Snapdragon 680,6,512,6.85,LCD,120,4528,25,50,16,"Depth, Telephoto",182.2,9.44
Sony,Sony_2247,Android,557.54,2020,4738,5017,92.55,Metal,7,2,5.1,WiFi 6,Exynos 1380,12,64,6.24,OLED,60,3890,18,64,8,"Macro, Telephoto, Depth",157,9.32
Apple,Apple_3921,iOS,1252.12,2023,9001,10605,86.18,Metal,3,1,5.1,WiFi 5,A17 Bionic,12,128,5.76,LCD,120,3558,100,200,32,"Telephoto, Ultra-Wide, Macro",215.5,8.58
Vivo,Vivo_9663,Android,434.89,2022,2547,4491,83.66,Plastic,6,1,5,WiFi 6,Exynos 1380,8,128,6.87,OLED,60,5157,100,50,16,"Macro, Ultra-Wide, Telephoto",209.2,8.08
Xiaomi,Xiaomi_4248,Android,234.3,2025,1754,2264,76.55,Plastic,6,1,5.2,WiFi 6E,Snapdragon 680,4,64,6.86,LCD,120,3301,100,48,50,"Depth, Telephoto, Wide",189.8,8.87
Xiaomi,Xiaomi_3941,Android,407.4,2023,2375,3770,77.56,Metal,5,2,5,WiFi 6,Dimensity 900,6,64,6.38,AMOLED,60,4576,25,64,8,"Macro, Ultra-Wide",175.5,7.1
Realme,Realme_8816,Android,134.6,2021,1387,1146,90.69,Glass,3,1,5.1,WiFi 5,Dimensity 6020,4,128,6.74,LCD,90,5738,33,50,32,"Macro, Telephoto, Wide",157.1,7.4
Xiaomi,Xiaomi_1012,Android,269.88,2020,2491,3557,92.17,Glass,4,2,5.1,WiFi 6,Dimensity 900,12,256,6.1,LCD,90,4854,25,50,8,"Macro, Wide",168.8,9.39
Google,Google_6776,Android,701,2025,5138,6383,82.49,Plastic,7,2,4.2,WiFi 6E,A17 Bionic,8,64,6.67,OLED,120,3827,25,50,50,"Depth, Macro, Ultra-Wide, Wide",168.8,7.61
Samsung,Samsung_8919,Android,842.65,2023,5796,8203,80.49,Glass,4,1,5.3,WiFi 5,A17 Bionic,16,128,6.42,LCD,120,5148,100,50,32,"Macro, Wide, Depth, Ultra-Wide",187.6,7.13
Xiaomi,Xiaomi_9127,Android,231.33,2022,1469,2536,86.15,Glass,7,1,4.2,WiFi 6E,Snapdragon 680,6,128,5.77,LCD,120,5645,65,50,8,Ultra-Wide,181.1,9.11
Realme,Realme_8260,Android,69.98,2025,1131,-101,78.61,Plastic,7,1,5.1,WiFi 5,Dimensity 6020,6,256,6.57,AMOLED,120,5537,33,48,16,"Telephoto, Macro, Ultra-Wide, Depth",188.5,7.87
OnePlus,OnePlus_3982,Android,518.73,2018,3399,5766,87.48,Plastic,2,1,4.2,WiFi 5,Dimensity 900,12,128,6.03,AMOLED,60,5115,18,108,16,"Depth, Telephoto, Wide, Macro",235.8,8.1
Vivo,Vivo_1194,Android,269.18,2021,3035,2089,88.45,Metal,7,2,5.3,WiFi 6,Dimensity 900,12,64,6.45,LCD,120,3272,25,64,50,"Wide, Telephoto, Ultra-Wide",225.3,7.16
Apple,Apple_3491,iOS,1265.71,2021,10111,12407,81.5,Metal,6,1,5.1,WiFi 6,Snapdragon 8 Gen 2,8,64,5.62,OLED,90,3548,65,108,8,Ultra-Wide,142.5,7.68
Motorola,Motorola_8787,Android,238.86,2022,2252,1767,85.84,Plastic,7,1,5.2,WiFi 6,Helio G85,6,64,6.79,AMOLED,90,4534,18,13,8,"Wide, Telephoto, Macro, Depth",204.8,8.86
OnePlus,OnePlus_3923,Android,624.21,2020,3881,5850,84.58,Metal,7,2,5.3,WiFi 6,Snapdragon 778G,6,256,6.5,LCD,60,4473,45,108,8,"Depth, Ultra-Wide",180,8.16
Realme,Realme_4898,Android,306.88,2018,2514,2608,87.47,Glass,4,2,5.1,WiFi 6E,Exynos 1380,6,128,6.9,AMOLED,90,5216,33,64,16,"Macro, Telephoto, Ultra-Wide, Depth",170.2,8.43
Vivo,Vivo_5990,Android,215.72,2021,2314,1949,77.52,Glass,3,2,5.1,WiFi 6,Snapdragon 680,3,128,6.26,LCD,60,4860,25,48,50,"Telephoto, Wide, Depth",237.4,7.35
