brand,os,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm
Xiaomi,Android,2022,3051,3563,85.92,Plastic,2,1,5.0,WiFi 5,Dimensity 900,6,128,6.7,LCD,120,4459,65,50,8,Depth,226.5,8.21
Vivo,Android,2019,3598,2574,77.66,Metal,7,2,5.1,WiFi 6,Snapdragon 778G,6,128,6.79,AMOLED,90,7096,25,108,32,Other,182.6,7.37
OnePlus,Android,2024,6783,9013,94.55,Metal,5,2,4.2,WiFi 6E,Snapdragon 8 Gen 2,8,64,6.55,LCD,144,4752,100,200,16,"Ultra-Wide, Wide",162.3,7.01
Vivo,Android,2018,2596,3970,87.25,Glass,5,1,5.3,WiFi 6,Dimensity 900,6,128,5.69,AMOLED,90,4441,25,50,50,"Wide, Depth",168.6,7.47
Oppo,Android,2023,3497,3654,84.78,Plastic,5,1,5.2,WiFi 6E,Exynos 1380,8,64,5.82,AMOLED,60,4376,100,64,32,Other,182.9,7.76
Xiaomi,Android,2022,2743,3157,82.1,Plastic,4,1,5.0,WiFi 5,Snapdragon 778G,12,64,6.24,OLED,60,4479,25,50,8,Other,196.9,9.41
Vivo,Android,2020,3298,4244,82.66,Glass,6,2,5.1,WiFi 6E,Dimensity 900,12,256,5.56,LCD,90,6066,18,64,8,"Wide, Telephoto",199.3,9.46
Motorola,Android,2024,2652,4011,94.43,Metal,3,2,5.0,WiFi 5,Dimensity 900,8,64,5.89,LCD,90,4847,45,108,32,"Ultra-Wide, Telephoto",193.9,7.83
Motorola,Android,2021,2899,3701,92.04,Plastic,7,2,4.2,WiFi 6E,Dimensity 900,6,64,5.81,AMOLED,90,4881,65,108,8,"Macro, Telephoto",166.4,9.09
Oppo,Android,2020,3508,3427,80.33,Glass,6,2,4.2,WiFi 6E,Dimensity 900,8,128,6.62,AMOLED,90,5317,33,108,50,Other,188.2,9.23
OnePlus,Android,2019,1471,2711,75.45,Plastic,2,2,5.2,WiFi 6,Snapdragon 680,6,256,5.58,LCD,90,5401,18,50,32,"Wide, Ultra-Wide",233.2,9.34
Samsung,Android,2021,8094,10477,76.71,Metal,5,1,5.2,WiFi 6E,Snapdragon 8 Gen 2,8,64,6.31,AMOLED,120,4322,18,50,16,"Depth, Macro",224.9,8.85
Oppo,Android,2024,3424,3235,83.1,Glass,3,2,5.3,WiFi 6,Snapdragon 778G,12,128,5.93,AMOLED,144,5296,25,50,8,Macro,201.7,7.41
Vivo,Android,2024,2656,4148,86.35,Glass,4,2,5.2,WiFi 6,Snapdragon 778G,8,128,6.88,LCD,120,3728,100,64,16,"Macro, Wide",198.0,7.32
Motorola,Android,2018,2176,2853,87.2,Glass,2,2,5.2,WiFi 6,Dimensity 900,8,128,6.79,AMOLED,60,5859,65,108,50,Ultra-Wide,167.6,9.16
Oppo,Android,2023,3526,4436,84.6,Glass,3,1,4.2,WiFi 6,Dimensity 900,6,128,5.56,AMOLED,60,5676,100,64,32,Other,161.5,7.2
Apple,iOS,2024,8238,9838,75.75,Glass,7,1,5.3,WiFi 5,Snapdragon 8 Gen 2,8,256,5.98,AMOLED,60,3645,33,50,8,"Depth, Telephoto",232.1,7.08
Sony,Android,2025,1956,2568,82.63,Metal,4,2,5.1,WiFi 6E,Snapdragon 778G,8,512,6.46,LCD,60,4821,18,64,50,"Telephoto, Wide",181.5,7.56
Motorola,Android,2022,568,1204,78.7,Glass,6,2,4.2,WiFi 5,Dimensity 6020,6,64,6.63,LCD,144,5280,33,50,32,Other,176.8,9.38
Motorola,Android,2022,1375,2321,77.51,Metal,2,1,5.2,WiFi 6E,Dimensity 6020,4,128,6.64,AMOLED,144,5272,65,48,32,Other,201.0,7.67
Google,Android,2024,5786,7615,78.11,Glass,5,2,5.3,WiFi 5,A17 Bionic,12,128,6.59,OLED,120,6803,18,200,16,"Depth, Ultra-Wide",152.0,9.13
Samsung,Android,2022,7555,9805,81.6,Glass,5,1,4.2,WiFi 6E,A17 Bionic,16,64,6.45,OLED,60,4319,65,50,50,Other,174.3,9.34
Xiaomi,Android,2023,58,0,76.98,Metal,6,1,5.2,WiFi 6E,Snapdragon 680,3,64,6.23,AMOLED,144,5671,100,50,8,Other,195.9,7.04
Sony,Android,2020,4687,5646,84.81,Glass,7,2,5.3,WiFi 6E,Dimensity 900,8,128,5.53,AMOLED,60,4654,25,50,16,Other,197.9,8.26
Oppo,Android,2020,959,2894,86.16,Plastic,4,1,5.1,WiFi 6,Dimensity 6020,6,128,6.77,OLED,90,6223,25,48,16,"Depth, Macro",200.5,7.0
Sony,Android,2020,2818,4101,88.93,Plastic,4,1,5.3,WiFi 5,Snapdragon 778G,8,128,5.73,LCD,60,4579,65,50,8,"Telephoto, Wide",175.5,8.54
Realme,Android,2020,410,827,81.84,Plastic,4,1,5.3,WiFi 5,Snapdragon 680,3,64,5.68,LCD,90,5408,100,13,50,Ultra-Wide,215.3,8.84
Vivo,Android,2025,3184,3423,77.46,Glass,6,1,5.0,WiFi 5,Dimensity 900,6,256,6.37,AMOLED,60,5244,45,50,16,Other,218.5,8.47
Sony,Android,2023,2535,4296,84.3,Plastic,6,1,4.2,WiFi 6E,Exynos 1380,6,256,5.5,AMOLED,90,5017,18,64,32,Other,171.4,9.17
Apple,iOS,2018,8378,10673,91.25,Plastic,2,1,5.3,WiFi 6E,A17 Bionic,8,512,6.27,OLED,120,3387,100,50,50,Other,219.7,8.96
Motorola,Android,2021,3221,3456,88.17,Glass,3,2,5.0,WiFi 5,Snapdragon 778G,8,512,6.05,AMOLED,60,5960,100,50,16,"Depth, Macro",199.7,7.84
OnePlus,Android,2024,5802,6568,88.23,Glass,6,2,4.2,WiFi 6E,Snapdragon 8 Gen 2,16,128,6.39,AMOLED,90,4727,25,108,16,Other,214.2,7.74
Motorola,Android,2018,569,189,88.61,Metal,4,1,5.0,WiFi 6,Snapdragon 680,6,256,6.87,OLED,144,4503,33,50,8,"Telephoto, Wide",209.3,7.68
Sony,Android,2024,2795,4164,85.72,Glass,3,1,5.2,WiFi 6,Dimensity 900,8,512,6.5,LCD,144,4636,65,50,8,Other,177.9,7.86
OnePlus,Android,2021,6153,9471,87.29,Glass,2,1,5.3,WiFi 6,A17 Bionic,12,64,5.95,AMOLED,120,4417,18,108,50,Other,200.7,8.69
Samsung,Android,2024,508,1664,80.53,Metal,2,1,5.2,WiFi 5,Dimensity 6020,4,64,6.59,AMOLED,90,3381,65,48,16,"Telephoto, Ultra-Wide",181.6,7.75
Oppo,Android,2018,1236,1415,89.57,Metal,5,2,4.2,WiFi 6,Dimensity 6020,3,512,6.56,AMOLED,144,5839,100,48,16,Telephoto,209.5,9.34
Motorola,Android,2025,2378,2557,79.02,Glass,3,2,5.0,WiFi 6E,Dimensity 900,12,64,6.82,LCD,60,4469,100,108,32,Other,209.3,7.55
OnePlus,Android,2025,2612,4838,92.35,Metal,3,1,5.0,WiFi 6,Snapdragon 778G,12,64,5.72,AMOLED,60,6601,45,64,16,Macro,179.7,7.54
Realme,Android,2022,13,1596,81.85,Glass,4,1,5.0,WiFi 6E,Snapdragon 680,3,128,6.88,AMOLED,60,4989,25,50,32,"Ultra-Wide, Wide",194.4,8.02
Apple,iOS,2018,10168,13162,80.28,Plastic,7,2,5.3,WiFi 6,A17 Bionic,16,64,5.54,LCD,144,3961,33,108,32,"Depth, Wide",185.9,7.87
Oppo,Android,2022,2892,4178,85.5,Glass,6,1,4.2,WiFi 6E,Dimensity 900,12,64,6.64,LCD,60,5479,25,64,32,Wide,206.8,7.22
Motorola,Android,2018,2604,2980,93.04,Glass,3,2,4.2,WiFi 6,Dimensity 900,6,256,5.83,LCD,60,3800,33,50,50,"Telephoto, Depth",178.9,7.74
Motorola,Android,2022,2540,3306,92.9,Glass,7,1,5.2,WiFi 6,Dimensity 900,8,128,6.85,AMOLED,90,5663,33,64,8,Other,201.1,9.38
Oppo,Android,2025,1871,2166,76.28,Plastic,2,2,4.2,WiFi 5,Snapdragon 680,3,128,5.55,AMOLED,60,4236,33,50,8,Other,176.2,7.1
Google,Android,2018,7564,8926,84.8,Plastic,2,1,5.3,WiFi 5,A17 Bionic,16,64,6.04,OLED,144,5105,18,200,50,"Wide, Telephoto",189.3,9.48
Apple,iOS,2023,7607,10410,92.13,Metal,6,2,5.0,WiFi 6E,Tensor G3,8,128,6.38,AMOLED,60,3744,100,200,16,"Ultra-Wide, Telephoto",165.8,7.39
Google,Android,2023,8020,9674,80.17,Metal,7,1,5.2,WiFi 6,A17 Bionic,8,64,5.9,AMOLED,90,4270,65,50,32,"Wide, Ultra-Wide",206.1,8.77
OnePlus,Android,2022,4615,6440,90.52,Glass,3,2,5.0,WiFi 5,Snapdragon 8 Gen 2,12,64,5.6,OLED,120,4846,18,108,16,"Depth, Wide",207.9,7.61
Sony,Android,2019,3419,5903,86.23,Glass,7,1,5.1,WiFi 5,Exynos 1380,6,512,6.05,AMOLED,90,4714,45,64,50,Other,186.4,7.07
Xiaomi,Android,2025,3078,2938,93.88,Metal,6,1,5.3,WiFi 5,Exynos 1380,12,256,5.98,LCD,120,4630,33,64,8,Macro,198.2,7.77
Google,Android,2023,4969,5772,94.52,Plastic,7,1,5.3,WiFi 6,Snapdragon 8 Gen 2,8,128,5.83,AMOLED,120,3566,45,108,8,Other,200.6,8.8
OnePlus,Android,2022,6860,7248,78.89,Plastic,2,1,5.1,WiFi 6E,A17 Bionic,8,128,6.29,LCD,144,4792,45,108,16,"Macro, Ultra-Wide",206.9,8.39
Apple,iOS,2021,9953,13227,75.09,Metal,7,2,5.3,WiFi 5,Snapdragon 8 Gen 2,8,256,5.82,OLED,120,3778,45,108,8,Other,176.6,9.37
Apple,iOS,2020,9267,11356,93.34,Metal,7,2,5.0,WiFi 5,Snapdragon 8 Gen 2,12,512,6.23,AMOLED,120,3294,33,200,16,"Wide, Depth",147.2,8.26
Xiaomi,Android,2019,1344,1409,94.25,Metal,6,2,5.0,WiFi 5,Helio G85,4,128,5.98,LCD,120,4284,33,50,16,"Ultra-Wide, Depth",172.3,7.42
Oppo,Android,2019,965,386,92.54,Glass,2,1,5.3,WiFi 6E,Snapdragon 680,3,128,5.86,AMOLED,60,4594,18,13,50,Other,181.0,7.05
Vivo,Android,2025,1088,2311,85.81,Plastic,3,2,5.3,WiFi 6,Helio G85,6,128,5.97,AMOLED,60,5723,33,48,16,"Ultra-Wide, Telephoto",231.1,7.16
Samsung,Android,2020,7616,8575,79.28,Glass,4,1,5.2,WiFi 6,A17 Bionic,8,64,5.67,OLED,120,5778,25,108,32,Other,198.1,7.58
Vivo,Android,2021,3280,3487,84.43,Glass,5,2,5.0,WiFi 5,Exynos 1380,12,256,6.42,AMOLED,60,3691,25,50,32,"Depth, Wide",200.9,7.55
Google,Android,2019,5949,6493,75.47,Plastic,3,1,5.3,WiFi 5,A17 Bionic,8,128,6.02,OLED,90,5756,65,200,8,"Depth, Wide",209.1,8.97
Google,Android,2023,7563,9383,77.33,Metal,7,2,5.3,WiFi 6,A17 Bionic,16,128,6.26,AMOLED,120,5145,65,50,8,"Wide, Telephoto",192.2,9.45
Vivo,Android,2024,1465,3226,85.39,Glass,4,1,5.1,WiFi 6E,Dimensity 900,6,256,6.32,LCD,60,4907,33,50,8,"Depth, Telephoto",201.5,9.08
Apple,iOS,2022,8397,11051,92.23,Plastic,4,1,5.0,WiFi 6E,A17 Bionic,12,512,6.68,AMOLED,90,3571,65,50,50,Macro,158.3,7.94
Oppo,Android,2023,2463,2419,76.58,Glass,7,2,4.2,WiFi 6,Snapdragon 778G,12,64,6.87,AMOLED,60,4029,25,108,50,Other,186.3,7.35
Apple,iOS,2024,11144,13621,82.61,Metal,3,2,4.2,WiFi 5,Snapdragon 8 Gen 2,12,64,6.29,OLED,90,3169,45,200,32,Other,162.2,7.83
Apple,iOS,2020,8981,11275,80.13,Glass,4,2,5.2,WiFi 5,Snapdragon 8 Gen 2,8,128,6.51,OLED,90,3861,25,108,32,Depth,190.3,7.74
OnePlus,Android,2021,3503,4763,79.05,Glass,6,1,5.0,WiFi 5,Snapdragon 778G,12,256,6.28,LCD,90,5066,100,64,16,Other,176.3,9.47
Xiaomi,Android,2023,2734,3578,78.68,Metal,4,2,5.3,WiFi 6E,Snapdragon 778G,6,64,6.06,AMOLED,60,3715,100,50,50,Other,214.9,8.14
Apple,iOS,2022,11060,11977,92.82,Glass,6,2,5.3,WiFi 6E,Tensor G3,8,512,6.25,AMOLED,120,3187,33,50,32,"Depth, Wide",212.7,8.87
Samsung,Android,2024,6438,8383,83.88,Plastic,4,1,5.0,WiFi 6,Snapdragon 8 Gen 2,12,64,6.34,AMOLED,60,7269,33,200,32,Other,202.9,8.67
Apple,iOS,2022,10913,12977,91.01,Metal,2,1,5.0,WiFi 6,Tensor G3,12,256,5.53,AMOLED,120,3676,33,50,50,Depth,189.2,8.32
Samsung,Android,2022,6448,8361,92.15,Glass,5,2,5.3,WiFi 6,Snapdragon 8 Gen 2,8,64,6.82,OLED,144,5718,45,50,16,"Telephoto, Macro",197.2,7.21
Oppo,Android,2018,1735,1767,77.89,Metal,6,2,4.2,WiFi 5,Helio G85,6,128,6.04,OLED,120,4597,33,13,32,Other,164.6,7.3
Realme,Android,2020,3230,2783,90.75,Glass,2,2,5.0,WiFi 6,Exynos 1380,6,128,6.27,AMOLED,144,5065,33,50,8,"Wide, Telephoto",156.2,8.12
Samsung,Android,2019,3361,4997,83.33,Plastic,5,1,5.0,WiFi 6,Dimensity 900,12,128,6.75,OLED,90,5208,45,50,50,Telephoto,179.1,7.93
Apple,iOS,2022,7375,8780,78.78,Plastic,6,1,5.3,WiFi 6E,Snapdragon 8 Gen 2,8,64,5.82,LCD,120,3823,45,200,32,"Ultra-Wide, Macro",210.3,7.48
Oppo,Android,2023,3018,3239,82.58,Glass,7,2,5.0,WiFi 5,Exynos 1380,6,128,5.98,AMOLED,60,4296,33,108,50,"Depth, Ultra-Wide",179.5,9.25
Vivo,Android,2022,1900,1766,81.03,Glass,5,1,5.2,WiFi 5,Dimensity 6020,3,64,6.35,AMOLED,120,4624,33,13,32,Macro,166.2,9.06
Sony,Android,2024,0,1274,89.57,Metal,2,1,5.0,WiFi 6E,Dimensity 6020,6,512,6.62,LCD,60,5999,100,50,50,Ultra-Wide,170.1,8.23
Oppo,Android,2020,2388,2027,94.62,Plastic,6,1,5.0,WiFi 5,Dimensity 900,12,512,6.53,AMOLED,60,5327,18,108,50,"Telephoto, Wide",196.0,7.81
Realme,Android,2025,587,2005,94.98,Plastic,4,1,5.3,WiFi 6E,Helio G85,3,512,5.93,LCD,60,5405,33,48,8,"Depth, Macro",217.0,9.45
Samsung,Android,2025,636,423,77.43,Glass,2,1,4.2,WiFi 6,Helio G85,3,128,6.41,OLED,60,5575,45,13,8,"Ultra-Wide, Wide",213.7,8.64
Samsung,Android,2020,4664,5968,85.77,Glass,4,1,5.1,WiFi 5,Snapdragon 778G,6,64,5.65,LCD,144,4546,45,50,50,Macro,185.3,8.62
Motorola,Android,2024,2124,2300,86.48,Plastic,6,1,5.2,WiFi 6E,Exynos 1380,6,64,5.93,OLED,60,6427,33,50,16,Other,165.4,7.11
OnePlus,Android,2020,4937,7730,91.23,Glass,3,2,5.2,WiFi 6,Snapdragon 8 Gen 2,12,128,6.47,OLED,120,6174,18,200,16,Other,190.2,8.56
Apple,iOS,2023,9893,11852,85.63,Glass,2,1,4.2,WiFi 5,A17 Bionic,16,128,5.66,AMOLED,120,3394,33,108,16,Macro,172.3,9.13
Samsung,Android,2022,4169,4950,84.9,Plastic,2,2,5.2,WiFi 6,Exynos 1380,8,128,6.87,LCD,60,4339,100,108,32,"Telephoto, Ultra-Wide",215.9,8.24
Apple,iOS,2021,9756,12958,87.96,Metal,4,2,5.0,WiFi 6,Tensor G3,8,512,5.77,OLED,144,3503,65,108,50,"Ultra-Wide, Macro",164.9,7.6
Google,Android,2024,2852,4416,94.17,Glass,6,1,5.1,WiFi 6,Exynos 1380,6,64,6.48,AMOLED,90,5642,65,108,8,Depth,195.1,8.12
Apple,iOS,2020,9914,11529,82.78,Glass,4,2,5.2,WiFi 5,Snapdragon 8 Gen 2,16,128,5.83,AMOLED,120,3627,45,108,50,"Telephoto, Macro",178.2,9.4
Oppo,Android,2024,3173,5140,83.19,Glass,4,1,4.2,WiFi 6,Dimensity 900,6,64,6.55,OLED,120,4080,25,64,16,Other,202.0,7.62
Google,Android,2022,5398,7032,94.34,Metal,7,2,5.1,WiFi 6E,A17 Bionic,12,128,5.92,LCD,90,5588,18,50,50,Other,155.5,9.22
Xiaomi,Android,2025,2493,3306,82.61,Glass,3,1,5.2,WiFi 5,Exynos 1380,12,128,5.7,AMOLED,144,6165,18,50,16,"Depth, Macro",170.2,8.51
Vivo,Android,2022,2232,1935,93.78,Glass,5,2,5.3,WiFi 6,Snapdragon 778G,8,256,5.92,LCD,60,6216,18,108,32,Other,182.7,8.76
Samsung,Android,2021,5233,6756,85.28,Plastic,2,2,4.2,WiFi 5,Snapdragon 8 Gen 2,8,128,6.16,OLED,60,6102,18,108,50,"Wide, Macro",222.4,8.6
Realme,Android,2023,2479,2802,78.5,Glass,5,1,5.1,WiFi 6E,Exynos 1380,12,128,5.85,LCD,60,4782,45,64,32,"Wide, Ultra-Wide",182.6,7.35
Apple,iOS,2019,10856,12923,86.22,Metal,6,1,4.2,WiFi 5,Snapdragon 8 Gen 2,16,64,6.79,OLED,144,4039,33,50,32,Macro,211.7,9.17
Xiaomi,Android,2024,2205,2546,84.08,Metal,7,2,5.0,WiFi 6E,Snapdragon 778G,12,128,6.59,AMOLED,60,4516,33,108,8,Ultra-Wide,195.9,7.04
Samsung,Android,2021,3895,4012,87.72,Metal,5,1,5.2,WiFi 5,Exynos 1380,6,128,6.72,AMOLED,90,5798,33,64,16,"Macro, Telephoto",205.1,8.38
Samsung,Android,2018,3854,5264,82.64,Glass,5,2,5.1,WiFi 5,Dimensity 900,12,64,6.6,OLED,90,4611,100,108,8,"Macro, Telephoto",175.9,9.41
Apple,iOS,2019,8248,9594,79.04,Plastic,7,1,5.0,WiFi 5,A17 Bionic,12,128,5.56,AMOLED,144,3344,18,50,32,Other,207.1,8.35
OnePlus,Android,2018,2243,4395,80.22,Metal,7,1,5.2,WiFi 6,Exynos 1380,6,256,5.92,OLED,120,5577,33,108,16,Wide,191.7,8.7
Sony,Android,2019,3405,4126,86.4,Glass,4,1,5.1,WiFi 6E,Dimensity 900,8,64,6.65,AMOLED,120,4432,18,50,50,Other,237.9,8.46
Samsung,Android,2023,2834,3115,79.61,Glass,2,2,5.1,WiFi 6,Exynos 1380,8,512,6.68,AMOLED,90,5485,65,108,8,"Macro, Depth",227.8,8.04
Xiaomi,Android,2025,2310,2916,77.74,Plastic,4,1,5.2,WiFi 6,Exynos 1380,12,128,6.18,AMOLED,60,4411,65,64,32,Other,197.1,9.08
Motorola,Android,2022,3741,4951,88.95,Glass,7,1,4.2,WiFi 6E,Exynos 1380,12,128,5.57,OLED,60,4834,45,64,32,Macro,167.8,8.26
Samsung,Android,2023,1810,2445,81.48,Glass,7,1,5.2,WiFi 6,Helio G85,4,256,6.47,OLED,90,4602,18,50,8,Other,228.6,9.07
Realme,Android,2018,1643,1691,86.6,Plastic,3,1,5.1,WiFi 6,Snapdragon 680,4,128,5.58,AMOLED,60,5326,18,50,32,"Ultra-Wide, Depth",180.0,7.03
Samsung,Android,2024,2160,2683,92.79,Glass,7,2,5.2,WiFi 5,Dimensity 900,12,128,5.81,AMOLED,60,3514,25,108,16,"Wide, Macro",168.2,8.41
Vivo,Android,2021,1675,4069,88.44,Metal,2,2,5.3,WiFi 6,Snapdragon 778G,8,64,6.23,OLED,120,5866,25,64,16,Other,211.1,9.17
Xiaomi,Android,2022,2926,3168,88.09,Metal,4,2,5.2,WiFi 6E,Snapdragon 778G,12,512,5.63,LCD,120,4583,45,64,50,Other,190.9,8.05
Xiaomi,Android,2022,3289,3677,75.12,Metal,6,1,5.3,WiFi 6E,Dimensity 900,6,64,6.43,LCD,60,4104,33,50,50,Macro,129.9,7.8
Realme,Android,2021,1703,2108,80.1,Glass,7,2,5.0,WiFi 5,Snapdragon 680,4,256,6.42,LCD,120,5262,25,13,50,Other,151.2,7.03
Google,Android,2024,6919,7658,85.02,Metal,2,1,5.1,WiFi 6,Snapdragon 8 Gen 2,8,128,6.38,OLED,60,4372,65,50,50,"Ultra-Wide, Depth",192.6,7.08
Samsung,Android,2021,4661,6357,86.3,Glass,7,1,5.3,WiFi 6E,Tensor G3,8,256,5.71,OLED,144,3020,100,50,32,Other,178.5,7.08
Sony,Android,2023,4069,5063,94.35,Metal,5,2,5.0,WiFi 6,Snapdragon 778G,6,64,5.71,OLED,60,4161,100,64,16,Other,206.5,7.24
Apple,iOS,2024,13496,16409,77.82,Glass,4,1,5.0,WiFi 6,A17 Bionic,12,512,5.76,OLED,90,3764,45,200,32,Other,169.3,7.17
OnePlus,Android,2019,4066,3436,91.43,Glass,2,1,4.2,WiFi 6E,Dimensity 900,6,64,5.74,AMOLED,60,5537,33,64,8,Other,191.9,7.49
Google,Android,2020,3754,4818,75.59,Plastic,4,2,5.1,WiFi 6,Snapdragon 778G,8,128,6.6,LCD,90,6094,18,64,32,Other,190.9,7.36
Samsung,Android,2023,7060,7907,92.18,Metal,5,2,4.2,WiFi 6,Snapdragon 8 Gen 2,16,64,5.69,LCD,120,3906,25,50,8,"Depth, Macro",231.8,7.61
Realme,Android,2021,2260,2893,80.26,Metal,5,2,5.1,WiFi 5,Exynos 1380,6,256,5.51,LCD,60,5287,33,50,8,Ultra-Wide,187.0,7.01
Google,Android,2022,3907,5242,80.0,Metal,6,2,5.3,WiFi 5,Dimensity 900,12,64,6.4,LCD,90,4261,33,50,32,"Depth, Ultra-Wide",235.6,8.92
Oppo,Android,2024,3739,3657,75.24,Metal,7,2,4.2,WiFi 5,Exynos 1380,8,256,5.62,AMOLED,90,4940,25,50,16,Other,169.9,8.79
Motorola,Android,2018,1260,1561,94.31,Plastic,4,1,5.1,WiFi 5,Dimensity 6020,3,128,6.08,OLED,90,3741,25,48,8,Depth,162.6,8.21
Realme,Android,2020,1710,1935,81.83,Metal,5,1,5.1,WiFi 5,Snapdragon 778G,12,256,6.7,AMOLED,120,5059,33,50,16,Other,195.0,7.14
Xiaomi,Android,2021,778,1165,78.58,Glass,5,2,5.0,WiFi 6,Dimensity 6020,4,128,6.31,AMOLED,120,3556,45,50,32,"Telephoto, Depth",199.3,7.64
Sony,Android,2022,1039,1935,81.79,Metal,7,1,5.1,WiFi 5,Dimensity 900,6,128,5.88,OLED,60,5948,18,108,50,Wide,208.1,7.73
Oppo,Android,2024,792,1529,84.5,Plastic,5,1,5.3,WiFi 6,Dimensity 6020,3,512,5.78,AMOLED,144,4869,65,13,32,Other,172.3,7.3
Apple,iOS,2024,9699,9940,94.95,Plastic,2,2,5.0,WiFi 5,Tensor G3,12,256,6.35,AMOLED,144,3507,18,200,8,Other,184.9,8.0
Vivo,Android,2023,1923,4618,83.41,Glass,6,1,5.0,WiFi 5,Exynos 1380,12,512,6.44,AMOLED,144,5687,25,50,16,"Wide, Telephoto",223.5,8.78
Samsung,Android,2021,5121,6906,92.66,Plastic,2,2,5.2,WiFi 5,A17 Bionic,12,128,6.25,AMOLED,90,3202,45,50,16,"Ultra-Wide, Macro",187.9,7.63
Motorola,Android,2024,1752,3004,85.62,Metal,7,1,5.3,WiFi 6,Snapdragon 680,6,256,6.81,OLED,90,4669,18,13,32,Other,144.5,7.43
Realme,Android,2018,1788,3767,87.71,Glass,6,2,5.1,WiFi 6E,Dimensity 900,8,64,6.08,AMOLED,60,4726,45,64,16,"Telephoto, Macro",175.6,7.9
OnePlus,Android,2024,7068,8830,88.19,Glass,3,1,4.2,WiFi 6E,Snapdragon 8 Gen 2,16,128,6.75,AMOLED,90,5213,33,200,50,"Wide, Telephoto",190.7,7.74
OnePlus,Android,2021,5997,9198,88.93,Glass,2,2,5.3,WiFi 5,A17 Bionic,16,128,5.74,LCD,90,6462,25,50,50,Telephoto,171.7,7.64
Apple,iOS,2021,6842,8617,80.74,Glass,6,2,5.3,WiFi 6E,A17 Bionic,16,256,6.01,AMOLED,120,3423,100,108,32,"Telephoto, Ultra-Wide",178.6,8.46
Vivo,Android,2025,1957,2366,92.11,Metal,6,1,5.3,WiFi 5,Snapdragon 680,3,64,6.49,LCD,120,5546,100,48,50,"Ultra-Wide, Wide",196.4,9.12
Sony,Android,2025,2912,3521,79.08,Metal,4,1,5.3,WiFi 6,Dimensity 900,8,256,6.54,LCD,120,4663,100,50,32,Other,207.7,8.66
Vivo,Android,2019,3234,2183,89.84,Plastic,7,2,5.2,WiFi 5,Exynos 1380,8,256,6.71,OLED,120,6675,45,50,8,"Wide, Macro",186.4,8.12
Samsung,Android,2025,3500,3772,93.01,Glass,6,1,5.0,WiFi 5,Dimensity 900,8,64,5.84,OLED,90,4058,65,50,16,Macro,207.9,8.87
Apple,iOS,2020,7773,10805,84.94,Metal,6,2,4.2,WiFi 5,A17 Bionic,12,128,6.24,OLED,144,3356,100,50,50,Other,198.7,9.12
Xiaomi,Android,2023,2962,3215,75.72,Plastic,7,1,5.1,WiFi 6E,Dimensity 900,8,512,6.39,OLED,90,5000,100,64,16,Other,209.5,9.46
Realme,Android,2018,2461,1654,78.34,Plastic,2,1,5.3,WiFi 6E,Helio G85,6,512,6.6,LCD,90,6421,100,50,16,Other,155.0,7.05
Xiaomi,Android,2021,2343,2099,77.34,Metal,5,2,5.3,WiFi 5,Snapdragon 680,6,128,5.5,LCD,90,5206,33,50,16,Other,206.0,9.11
Sony,Android,2020,2198,3021,92.99,Glass,7,2,4.2,WiFi 6,Snapdragon 778G,6,128,6.62,LCD,60,3775,18,50,16,Other,171.3,9.46
Google,Android,2021,7184,9006,84.63,Metal,6,1,5.1,WiFi 6,Snapdragon 8 Gen 2,8,256,5.87,AMOLED,120,6353,100,50,32,Other,171.8,7.48
Sony,Android,2018,5147,6064,88.39,Plastic,7,1,5.1,WiFi 5,Tensor G3,16,64,6.84,AMOLED,120,4732,33,200,8,Macro,178.3,8.12
Xiaomi,Android,2018,2712,3313,93.16,Metal,5,1,5.2,WiFi 6E,Exynos 1380,8,128,5.83,LCD,90,6043,65,50,32,Other,186.2,8.99
Google,Android,2018,8466,10668,87.12,Metal,3,2,4.2,WiFi 6E,A17 Bionic,16,128,6.37,AMOLED,144,4689,33,108,50,Other,178.4,8.18
Vivo,Android,2018,834,814,92.39,Metal,5,2,4.2,WiFi 6,Helio G85,4,256,5.74,LCD,60,3746,45,50,32,Other,212.5,7.27
Apple,iOS,2024,9320,10951,89.64,Metal,2,1,5.3,WiFi 5,A17 Bionic,8,256,5.64,OLED,120,3418,33,50,32,Telephoto,200.6,8.9
Google,Android,2024,3808,4337,83.31,Glass,4,2,4.2,WiFi 5,Dimensity 900,8,128,6.89,LCD,90,5168,65,64,8,Other,241.5,7.23
Samsung,Android,2019,1849,2882,76.15,Metal,5,1,5.0,WiFi 5,Exynos 1380,8,256,6.86,AMOLED,120,5625,33,50,16,Macro,193.4,9.21
Xiaomi,Android,2023,1042,1940,81.45,Metal,5,1,5.3,WiFi 6,Helio G85,3,128,5.76,AMOLED,60,5524,18,50,32,"Ultra-Wide, Macro",157.3,8.57
Realme,Android,2018,784,2752,82.86,Glass,6,1,4.2,WiFi 6,Helio G85,4,64,6.16,AMOLED,60,5385,45,13,50,Other,220.1,7.09
