brand,os,price,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm,gpu_per_cpu
Vivo,Android,395.65,2021,2641,5168,89.36,Glass,6,2,5.3,WiFi 5,Snapdragon 778G,8,64,6.24,AMOLED,90,6320,25,50,16,Ultra-Wide,204.7,7.42,0.5110294117647058
Sony,Android,407.25,2018,3012,4031,82.35,Metal,4,2,4.2,WiFi 6E,Exynos 1380,8,128,6.6,OLED,60,4213,45,64,50,Depth,216.6,9.07,0.7472091292483255
Samsung,Android,990.69,2019,7182,9313,86.69,Metal,4,1,5.2,WiFi 5,Snapdragon 8 Gen 2,8,128,5.59,OLED,120,5386,45,108,8,Other,194.8,7.23,0.7711800708686782
Samsung,Android,989.59,2023,7208,9206,80.31,Glass,7,1,5.0,WiFi 6E,Snapdragon 8 Gen 2,16,64,6.9,OLED,120,5902,100,50,16,Other,202.3,8.7,0.7829676298066478
Xiaomi,Android,178.22,2024,1470,1894,75.71,Glass,7,2,5.3,WiFi 5,Snapdragon 680,4,64,6.03,LCD,144,4673,18,50,50,Telephoto,199.5,7.17,0.7761351636747624
Motorola,Android,358.65,2020,2885,3467,89.76,Plastic,5,1,5.1,WiFi 5,Exynos 1380,6,64,6.34,LCD,60,4597,18,108,32,"Telephoto, Macro",218.5,8.6,0.8321315258148255
Google,Android,976.94,2020,7155,9040,87.34,Glass,4,2,5.2,WiFi 6E,Tensor G3,12,128,5.71,OLED,144,4215,33,50,8,Wide,162.3,8.32,0.7914823008849557
Samsung,Android,720.01,2025,5813,6698,91.2,Metal,3,1,5.1,WiFi 6,Tensor G3,16,128,6.42,OLED,144,3953,33,200,32,Other,185.3,8.33,0.8678710062705285
Google,Android,1186.34,2025,8595,11532,80.73,Plastic,5,1,5.0,WiFi 6E,Tensor G3,8,128,6.37,OLED,144,5765,18,200,50,Wide,184.8,8.15,0.7453173777315296
Vivo,Android,178.71,2021,577,1365,78.45,Metal,7,1,5.0,WiFi 5,Dimensity 6020,3,512,5.93,LCD,60,4491,33,48,8,Other,199.7,8.38,0.4227106227106227
Motorola,Android,216.74,2021,2482,2134,93.91,Glass,5,2,5.3,WiFi 6E,Snapdragon 680,3,128,6.43,LCD,60,3970,18,13,50,Other,189.1,7.81,1.1630740393626993
Realme,Android,72.9,2022,0,1003,93.54,Glass,2,1,5.0,WiFi 5,Helio G85,6,512,6.78,LCD,90,4204,25,48,50,"Ultra-Wide, Macro",204.8,7.17,0.0
Xiaomi,Android,235.46,2022,898,2392,81.42,Plastic,7,1,4.2,WiFi 6E,Helio G85,4,256,6.27,LCD,60,4911,65,13,8,Other,189.3,7.3,0.3754180602006689
Xiaomi,Android,420.89,2025,3221,3804,84.28,Plastic,7,1,5.3,WiFi 6,Snapdragon 778G,8,128,6.42,LCD,120,3545,18,108,50,Other,207.9,8.19,0.8467402733964248
Motorola,Android,67.06,2025,220,568,92.08,Plastic,3,2,5.0,WiFi 5,Dimensity 6020,3,64,5.75,AMOLED,60,5450,65,13,8,Ultra-Wide,151.9,8.01,0.3873239436619718
Samsung,Android,208.47,2023,1535,2341,84.98,Plastic,6,1,5.1,WiFi 5,Helio G85,4,64,6.11,AMOLED,60,6832,45,48,32,Other,198.6,8.18,0.6557026911576249
Vivo,Android,356.61,2024,1654,3877,87.77,Plastic,7,1,4.2,WiFi 6E,Exynos 1380,6,64,6.2,LCD,90,5568,25,50,8,"Macro, Depth",207.0,9.35,0.42661851947381996
Motorola,Android,149.91,2025,1042,1754,89.11,Plastic,6,2,5.1,WiFi 6,Helio G85,4,128,6.16,AMOLED,60,5137,18,50,8,"Macro, Telephoto",173.9,7.19,0.5940706955530216
Oppo,Android,462.08,2024,3397,4235,76.71,Glass,4,1,5.0,WiFi 5,Exynos 1380,12,128,5.9,LCD,120,4762,45,50,50,"Macro, Wide",185.9,8.14,0.802125147579693
Oppo,Android,388.66,2024,2717,3336,77.74,Plastic,6,2,5.2,WiFi 6E,Snapdragon 778G,6,256,5.83,LCD,60,6289,25,64,16,Macro,159.7,9.5,0.8144484412470024
Samsung,Android,579.08,2024,3265,5446,84.88,Plastic,5,2,5.1,WiFi 5,Exynos 1380,12,256,5.61,AMOLED,120,5612,100,64,32,Other,219.0,8.21,0.5995225853837679
Sony,Android,146.21,2022,1551,624,75.07,Metal,5,1,5.0,WiFi 6E,Helio G85,6,64,6.13,LCD,120,4157,65,48,8,"Ultra-Wide, Macro",199.6,7.65,2.485576923076923
Apple,iOS,1655.78,2019,13062,15604,85.65,Metal,4,2,5.0,WiFi 5,Tensor G3,16,128,6.16,OLED,144,3898,45,50,50,Other,168.3,9.42,0.837093053063317
Oppo,Android,486.93,2018,3862,4129,90.86,Glass,4,2,5.1,WiFi 5,Exynos 1380,12,256,6.58,OLED,90,4747,65,50,8,"Ultra-Wide, Macro",205.2,8.48,0.9353354323080649
Apple,iOS,1520.64,2023,11668,14306,76.95,Glass,3,2,5.3,WiFi 6,A17 Bionic,12,128,6.78,OLED,144,3498,100,50,32,Other,180.3,9.36,0.815601845379561
Samsung,Android,597.79,2019,4590,5584,92.1,Plastic,4,2,5.2,WiFi 5,Dimensity 900,6,512,6.56,AMOLED,120,5018,18,50,50,Macro,175.0,8.53,0.8219914040114613
Google,Android,778.33,2022,5870,7653,81.38,Metal,5,1,5.3,WiFi 5,Tensor G3,8,256,6.54,OLED,60,5034,33,108,32,Wide,220.8,7.34,0.7670194694890893
Google,Android,1013.73,2024,7925,9120,82.75,Plastic,3,1,5.1,WiFi 6,Tensor G3,12,512,5.75,OLED,120,5204,45,108,8,Other,179.4,9.09,0.8689692982456141
Oppo,Android,257.16,2021,1954,1995,81.74,Glass,4,2,5.0,WiFi 6E,Helio G85,4,256,6.69,LCD,144,5468,100,50,16,Other,189.3,8.75,0.9794486215538847
Apple,iOS,1109.96,2020,8126,10176,93.88,Glass,6,1,4.2,WiFi 6,A17 Bionic,8,64,6.67,OLED,120,3195,100,108,16,"Macro, Ultra-Wide",199.2,9.39,0.7985455974842768
Motorola,Android,255.78,2022,2612,1357,86.62,Glass,5,1,5.3,WiFi 6,Dimensity 6020,4,128,6.34,AMOLED,60,3837,25,48,16,Other,201.6,8.48,1.9248341930729551
Samsung,Android,532.88,2025,2863,4878,83.09,Plastic,4,2,5.1,WiFi 5,Dimensity 900,8,256,6.59,AMOLED,90,3741,18,64,16,Other,158.8,7.37,0.5869208692086921
Google,Android,861.54,2019,6384,8759,80.75,Glass,2,2,5.3,WiFi 6,Snapdragon 8 Gen 2,12,128,5.65,AMOLED,60,5440,25,108,16,"Ultra-Wide, Depth",220.7,7.39,0.7288503253796096
Google,Android,803.65,2018,6301,7405,77.06,Plastic,3,1,4.2,WiFi 6E,Snapdragon 8 Gen 2,12,64,6.11,OLED,60,4553,100,50,8,"Ultra-Wide, Macro",162.5,7.76,0.8509115462525321
Google,Android,862.02,2020,6673,7204,81.25,Plastic,2,1,5.0,WiFi 6,Tensor G3,12,64,6.84,OLED,120,5633,100,108,50,Telephoto,184.9,8.14,0.9262909494725152
OnePlus,Android,651.7,2024,4271,5258,84.93,Metal,3,2,5.0,WiFi 6,Snapdragon 778G,12,128,6.13,OLED,90,4163,45,108,8,"Macro, Wide",131.3,9.15,0.8122860403195131
Xiaomi,Android,278.11,2025,2680,1999,76.95,Plastic,3,1,5.0,WiFi 6E,Snapdragon 778G,8,128,6.55,AMOLED,144,4637,65,50,50,Depth,155.2,7.29,1.3406703351675837
Realme,Android,67.06,2020,0,305,75.33,Metal,5,2,5.3,WiFi 5,Helio G85,4,128,5.77,LCD,90,3896,33,50,50,Macro,202.3,8.4,0.0
Realme,Android,389.75,2021,2252,4142,79.23,Metal,5,2,5.1,WiFi 6E,Exynos 1380,8,128,6.69,OLED,144,3632,25,108,16,Ultra-Wide,195.3,7.64,0.5436986962819894
Oppo,Android,471.56,2022,3649,4182,81.3,Plastic,2,1,5.0,WiFi 6,Snapdragon 778G,8,64,5.59,OLED,60,7126,45,64,32,Wide,174.4,7.22,0.8725490196078431
Apple,iOS,1035.97,2019,8275,10077,76.48,Glass,5,2,5.2,WiFi 5,Tensor G3,8,64,5.93,LCD,90,3462,33,50,50,"Wide, Telephoto",155.3,7.1,0.8211769375806292
Google,Android,702.32,2019,5949,6493,75.47,Plastic,3,1,5.3,WiFi 5,A17 Bionic,8,128,6.02,OLED,90,5756,65,200,8,"Depth, Wide",209.1,8.97,0.9162174649622671
Apple,iOS,1085.03,2025,7944,10306,77.26,Glass,2,1,5.3,WiFi 6E,A17 Bionic,12,128,6.6,OLED,120,3411,33,200,16,Depth,172.8,7.65,0.7708131185717058
Samsung,Android,366.24,2019,2410,3925,85.39,Glass,7,1,5.3,WiFi 6E,Snapdragon 778G,12,128,6.84,AMOLED,90,5228,100,50,32,Other,193.2,9.48,0.6140127388535032
Xiaomi,Android,239.81,2023,1340,3127,86.43,Glass,5,1,5.0,WiFi 5,Snapdragon 680,3,128,6.58,OLED,60,4736,33,50,50,Depth,214.3,7.41,0.4285257435241445
Oppo,Android,391.65,2021,3012,3643,85.69,Metal,5,1,4.2,WiFi 6E,Dimensity 900,8,128,6.25,AMOLED,90,5589,45,50,50,"Depth, Wide",199.0,7.99,0.8267911062311282
Realme,Android,275.61,2021,1585,1971,81.89,Metal,6,1,5.3,WiFi 6E,Snapdragon 778G,8,128,6.09,AMOLED,60,4694,25,50,16,Wide,199.8,9.16,0.8041603247082699
OnePlus,Android,432.89,2022,3191,3594,91.75,Plastic,3,2,5.2,WiFi 6,Snapdragon 778G,6,512,6.62,AMOLED,60,3997,33,64,8,Other,189.8,7.02,0.8878686700055648
Sony,Android,649.65,2023,4031,6104,89.29,Metal,3,1,5.3,WiFi 6,Dimensity 900,8,128,5.79,AMOLED,120,3230,65,108,16,Other,192.4,9.03,0.6603866317169069
Oppo,Android,196.69,2022,1679,1450,84.73,Metal,3,1,5.3,WiFi 6,Snapdragon 680,3,64,6.46,AMOLED,60,4997,25,50,16,"Depth, Macro",152.9,7.72,1.1579310344827587
Google,Android,295.45,2020,1917,2686,86.26,Metal,4,1,5.1,WiFi 6E,Exynos 1380,6,64,5.89,OLED,60,5802,100,50,32,"Macro, Telephoto",181.4,9.37,0.7137006701414743
Xiaomi,Android,302.83,2025,2256,2351,90.05,Glass,4,2,5.3,WiFi 5,Snapdragon 778G,6,64,5.65,OLED,120,5040,25,108,50,Other,180.2,8.9,0.9595916631220757
Motorola,Android,216.39,2021,1942,1544,80.37,Metal,4,2,5.3,WiFi 5,Helio G85,4,128,6.47,AMOLED,120,5129,25,13,16,Other,181.6,7.83,1.2577720207253886
Apple,iOS,1089.77,2020,8624,9334,88.64,Glass,5,1,5.3,WiFi 6E,A17 Bionic,8,128,6.51,AMOLED,120,3001,45,200,50,Other,197.2,7.59,0.923934004713949
OnePlus,Android,225.88,2025,862,3172,90.21,Plastic,3,2,5.3,WiFi 5,Helio G85,4,512,5.78,LCD,60,4225,65,48,32,Other,210.2,7.96,0.2717528373266078
Samsung,Android,498.42,2022,3840,5548,87.38,Metal,3,2,5.0,WiFi 5,Dimensity 900,6,128,6.4,LCD,60,4515,65,50,16,Other,199.4,7.35,0.692141312184571
Google,Android,980.16,2019,7760,9175,91.65,Glass,3,2,5.2,WiFi 6E,Snapdragon 8 Gen 2,8,128,6.88,AMOLED,90,4506,33,108,8,"Wide, Macro",194.8,8.81,0.8457765667574932
OnePlus,Android,391.61,2018,2241,3155,90.23,Glass,2,2,5.3,WiFi 5,Dimensity 900,12,256,6.82,LCD,60,4758,45,64,32,"Ultra-Wide, Macro",176.0,7.21,0.7103011093502377
Vivo,Android,500.78,2025,4688,5211,75.9,Plastic,4,2,5.2,WiFi 6,Snapdragon 778G,12,64,5.9,AMOLED,90,4517,33,64,50,"Macro, Telephoto",225.5,8.25,0.8996353866820188
Motorola,Android,425.38,2020,3407,3839,94.95,Metal,2,1,5.0,WiFi 5,Snapdragon 778G,12,128,6.78,OLED,90,3991,18,64,32,"Macro, Depth",187.8,7.39,0.8874706954936181
Samsung,Android,690.42,2025,4720,6492,89.01,Glass,7,2,4.2,WiFi 5,A17 Bionic,16,128,5.66,OLED,120,4589,18,200,32,"Macro, Telephoto",205.5,9.34,0.7270486752926679
Apple,iOS,1041.86,2023,7431,10145,83.8,Metal,3,1,5.1,WiFi 5,A17 Bionic,12,64,6.73,LCD,144,3740,65,50,16,"Telephoto, Depth",192.1,7.17,0.7324790537210448
Oppo,Android,274.87,2020,2027,2712,92.15,Metal,3,1,4.2,WiFi 5,Snapdragon 778G,6,128,6.38,LCD,144,5335,18,64,50,"Depth, Wide",173.8,7.35,0.7474188790560472
Samsung,Android,887.01,2024,6452,8318,86.25,Plastic,4,1,5.2,WiFi 5,A17 Bionic,8,128,6.83,OLED,120,3994,45,108,32,"Macro, Wide",185.4,7.63,0.7756672276989661
Samsung,Android,914.58,2024,6848,8498,77.68,Glass,6,2,5.2,WiFi 6E,Snapdragon 8 Gen 2,12,512,6.64,OLED,120,4254,33,200,8,"Depth, Ultra-Wide",198.1,9.29,0.805836667451165
Samsung,Android,818.11,2024,6597,8044,94.15,Glass,5,2,5.1,WiFi 6,Snapdragon 8 Gen 2,16,64,5.77,AMOLED,120,4673,18,50,50,Other,238.9,8.21,0.8201143709597215
Sony,Android,390.18,2023,3084,4087,78.68,Plastic,4,1,4.2,WiFi 6E,Dimensity 900,12,64,6.18,AMOLED,60,5900,100,50,50,"Ultra-Wide, Telephoto",164.1,8.76,0.7545877171519452
OnePlus,Android,433.1,2023,3334,3668,88.91,Metal,6,1,5.1,WiFi 6,Snapdragon 778G,6,128,5.57,LCD,60,4929,33,50,50,"Telephoto, Depth",185.1,7.58,0.9089422028353326
Vivo,Android,335.27,2024,2790,3481,91.02,Metal,3,1,5.3,WiFi 6E,Snapdragon 778G,8,64,5.92,LCD,120,5985,33,50,8,"Wide, Depth",174.5,7.44,0.8014938236139041
Xiaomi,Android,186.96,2018,738,2133,94.19,Metal,6,1,5.1,WiFi 6,Dimensity 6020,4,64,5.58,OLED,144,4470,18,13,32,Other,182.6,8.21,0.3459915611814346
Apple,iOS,997.66,2020,6446,9185,87.43,Plastic,2,2,4.2,WiFi 6,A17 Bionic,12,128,6.36,OLED,120,3170,18,50,32,"Wide, Depth",184.4,7.12,0.7017964071856287
Xiaomi,Android,157.77,2025,1460,2190,83.23,Metal,7,1,5.2,WiFi 5,Helio G85,3,128,6.76,AMOLED,90,5367,25,48,50,Depth,167.5,7.79,0.6666666666666666
Samsung,Android,1450.1,2018,11150,12704,86.69,Metal,3,1,4.2,WiFi 6,Snapdragon 8 Gen 2,12,128,6.04,LCD,90,4241,18,50,16,Other,191.1,7.5,0.877676322418136
Oppo,Android,330.43,2022,2460,2727,88.8,Metal,5,1,5.1,WiFi 5,Exynos 1380,8,64,6.27,AMOLED,120,4450,18,64,50,Other,147.2,8.48,0.9020902090209021
OnePlus,Android,726.11,2025,4600,6167,85.51,Metal,2,2,5.2,WiFi 5,Snapdragon 8 Gen 2,12,64,6.43,OLED,120,5517,18,50,8,Wide,187.3,8.87,0.7459056267228799
Vivo,Android,264.97,2023,1755,1823,75.36,Plastic,6,2,5.0,WiFi 6E,Dimensity 6020,3,128,6.28,LCD,144,5422,65,13,32,"Telephoto, Depth",192.0,8.25,0.9626988480526605
Google,Android,706.98,2021,6806,6047,79.37,Metal,4,1,5.2,WiFi 5,Tensor G3,12,128,6.79,OLED,120,4451,25,108,50,"Depth, Macro",196.2,8.89,1.1255167851827352
Realme,Android,328.84,2025,2529,3502,91.56,Plastic,4,2,5.1,WiFi 6,Snapdragon 778G,8,128,6.7,LCD,90,4766,18,108,16,Other,216.9,7.02,0.7221587664191891
Realme,Android,381.93,2022,2405,3625,78.76,Glass,6,1,5.1,WiFi 5,Snapdragon 778G,8,128,5.51,AMOLED,90,6084,33,108,50,"Wide, Macro",178.4,7.95,0.663448275862069
Google,Android,900.11,2025,6468,9084,81.8,Glass,5,2,5.1,WiFi 6,Snapdragon 8 Gen 2,16,128,6.69,LCD,144,4409,25,50,32,Other,216.5,9.15,0.7120211360634082
Google,Android,667.94,2025,5557,7350,83.95,Glass,7,2,4.2,WiFi 6,Snapdragon 778G,6,512,6.14,AMOLED,144,4889,45,64,50,Other,184.3,7.51,0.7560544217687075
Samsung,Android,940.3,2019,7021,9283,81.66,Glass,5,2,4.2,WiFi 6,A17 Bionic,12,128,6.04,OLED,90,4340,25,50,16,Telephoto,175.1,8.23,0.7563287730259615
Oppo,Android,420.72,2019,3561,3551,89.21,Plastic,2,2,5.3,WiFi 5,Snapdragon 778G,6,256,6.04,OLED,90,5619,45,64,8,Wide,198.3,9.05,1.0028161081385525
Realme,Android,265.63,2018,1894,2946,88.69,Glass,6,1,4.2,WiFi 6,Dimensity 6020,6,128,5.64,AMOLED,60,3573,25,48,16,"Macro, Telephoto",174.0,7.15,0.6429056347589952
Samsung,Android,375.01,2023,3281,3635,85.41,Metal,3,1,5.1,WiFi 5,Snapdragon 778G,12,256,6.01,LCD,90,4493,100,50,50,"Depth, Macro",185.5,8.93,0.9026134800550206
Oppo,Android,339.94,2019,2230,2355,76.01,Metal,3,2,4.2,WiFi 6,Snapdragon 778G,6,128,5.56,AMOLED,120,4041,18,64,50,"Wide, Ultra-Wide",177.5,9.32,0.9469214437367304
Google,Android,681.84,2023,5507,6670,77.64,Plastic,6,1,5.0,WiFi 6,A17 Bionic,8,256,5.59,AMOLED,120,5660,25,200,8,Other,177.9,8.93,0.8256371814092953
Xiaomi,Android,332.81,2021,3116,3615,83.04,Metal,3,2,4.2,WiFi 6E,Dimensity 900,8,256,5.52,LCD,60,4033,65,64,16,Wide,211.9,9.46,0.8619640387275243
OnePlus,Android,495.26,2018,2738,4474,88.06,Glass,5,2,5.3,WiFi 5,Exynos 1380,8,64,6.29,LCD,120,3468,33,50,16,"Telephoto, Macro",200.9,9.48,0.6119803308001788
Apple,iOS,1241.77,2018,9038,12185,86.29,Glass,6,1,4.2,WiFi 6,A17 Bionic,12,128,5.6,AMOLED,144,3641,18,200,16,Other,212.4,8.9,0.7417316372589249
Samsung,Android,518.69,2019,3278,5202,88.35,Plastic,4,1,5.3,WiFi 5,Snapdragon 778G,6,128,6.2,AMOLED,120,5422,33,108,8,"Telephoto, Wide",189.8,9.0,0.6301422529796232
Oppo,Android,563.28,2023,4059,5595,84.42,Metal,5,2,5.2,WiFi 6,Exynos 1380,8,256,6.48,LCD,60,6192,65,64,16,Other,211.4,9.28,0.7254691689008043
Motorola,Android,343.48,2018,2934,2714,80.78,Metal,7,2,5.1,WiFi 5,Dimensity 900,6,64,6.35,AMOLED,60,4447,65,64,8,Other,203.2,9.12,1.0810611643330876
Motorola,Android,222.16,2021,1259,2378,76.35,Plastic,4,1,5.2,WiFi 5,Dimensity 6020,6,64,6.16,LCD,120,5936,25,48,32,"Macro, Ultra-Wide",201.1,7.69,0.5294365012615644
Vivo,Android,387.3,2018,2281,3190,87.11,Plastic,2,1,4.2,WiFi 5,Dimensity 900,12,128,6.48,AMOLED,90,5634,45,50,16,"Telephoto, Ultra-Wide",161.1,7.63,0.7150470219435736
Realme,Android,96.46,2018,590,429,86.66,Metal,5,2,4.2,WiFi 6,Snapdragon 680,3,128,6.13,OLED,90,4483,33,50,8,"Macro, Depth",173.9,7.78,1.3752913752913754
Motorola,Android,515.47,2025,5061,5463,92.41,Metal,2,2,5.0,WiFi 6E,Snapdragon 778G,8,128,5.56,LCD,120,3849,45,64,50,"Telephoto, Macro",182.6,7.53,0.9264140582097748
Realme,Android,324.96,2020,2291,3056,85.65,Plastic,6,1,5.2,WiFi 5,Dimensity 900,8,128,6.42,AMOLED,144,4707,100,64,8,"Ultra-Wide, Depth",171.6,7.62,0.74967277486911
Vivo,Android,475.69,2022,2935,4310,80.38,Metal,7,1,4.2,WiFi 6E,Snapdragon 778G,8,128,6.53,AMOLED,60,4574,18,108,16,Other,149.9,8.64,0.6809744779582366
Google,Android,1188.17,2019,9284,10459,88.49,Glass,3,2,5.0,WiFi 6,A17 Bionic,16,128,5.6,OLED,120,5167,45,50,32,Other,195.5,8.81,0.8876565637250216
Realme,Android,318.87,2023,1367,4028,81.12,Plastic,7,2,4.2,WiFi 6,Snapdragon 778G,8,64,6.33,LCD,60,3539,65,50,16,"Wide, Ultra-Wide",212.2,7.48,0.33937437934458786
Xiaomi,Android,464.0,2018,3881,5020,91.55,Plastic,3,1,5.0,WiFi 6E,Snapdragon 778G,12,128,6.33,OLED,60,4355,33,50,32,"Wide, Telephoto",165.5,8.44,0.7731075697211155
Oppo,Android,334.33,2023,1871,2949,93.89,Glass,5,1,5.1,WiFi 6E,Snapdragon 778G,6,128,6.09,LCD,60,5591,33,64,32,"Ultra-Wide, Wide",206.8,7.48,0.6344523567310952
OnePlus,Android,450.6,2018,3516,3666,91.49,Metal,5,1,4.2,WiFi 6,Exynos 1380,12,128,6.11,LCD,60,4056,18,108,50,Other,177.3,8.13,0.9590834697217676
Apple,iOS,1311.56,2024,9745,12914,89.0,Glass,2,1,5.2,WiFi 6E,Tensor G3,12,64,6.64,AMOLED,120,3520,33,50,32,Telephoto,172.9,9.24,0.7546074028186465
Google,Android,360.54,2020,1824,2637,86.86,Glass,2,2,4.2,WiFi 6E,Snapdragon 778G,6,128,5.51,LCD,120,6283,45,108,8,Telephoto,223.1,7.47,0.6916951080773607
Motorola,Android,488.59,2022,3182,3988,84.53,Metal,4,1,4.2,WiFi 6,Dimensity 900,12,128,6.8,LCD,60,3543,25,108,8,Ultra-Wide,209.6,7.02,0.7978936810431294
Motorola,Android,353.67,2019,3074,2626,86.99,Glass,6,2,5.0,WiFi 5,Exynos 1380,8,64,6.3,LCD,90,6029,25,64,16,"Telephoto, Depth",219.1,7.95,1.1706016755521707
Oppo,Android,467.72,2024,3809,4417,90.97,Plastic,4,2,5.2,WiFi 6,Dimensity 900,12,64,6.5,LCD,120,4888,25,108,50,"Telephoto, Depth",200.8,7.73,0.8623500113199004
Google,Android,787.2,2019,6704,7405,90.95,Metal,6,2,4.2,WiFi 6E,A17 Bionic,16,64,5.73,AMOLED,120,5235,100,200,50,"Telephoto, Macro",207.0,8.79,0.9053342336259285
Sony,Android,737.48,2018,5532,6303,86.16,Plastic,3,2,4.2,WiFi 6,A17 Bionic,16,256,5.89,LCD,120,6113,33,108,50,Other,203.7,7.17,0.8776772965254641
Google,Android,858.53,2020,6149,8518,75.69,Glass,4,1,5.0,WiFi 6E,A17 Bionic,16,256,6.88,AMOLED,120,4839,45,108,8,"Depth, Telephoto",203.0,8.59,0.721883071143461
OnePlus,Android,174.15,2020,1147,1368,82.5,Metal,7,2,5.1,WiFi 5,Snapdragon 680,3,64,6.64,AMOLED,60,4788,18,13,50,Ultra-Wide,187.8,8.71,0.8384502923976608
Motorola,Android,76.67,2023,674,622,77.88,Plastic,4,1,5.2,WiFi 6,Dimensity 6020,3,128,6.33,OLED,60,5082,45,13,50,Wide,225.4,8.71,1.0836012861736335
Vivo,Android,298.47,2020,1879,4018,83.11,Metal,6,2,5.1,WiFi 6E,Dimensity 900,6,256,5.52,OLED,144,5409,65,108,16,Wide,211.9,7.79,0.46764559482329515
Samsung,Android,67.06,2022,925,250,76.73,Plastic,4,1,5.1,WiFi 5,Helio G85,3,64,5.55,AMOLED,60,5583,65,13,8,"Macro, Depth",251.6,9.46,3.7
Sony,Android,433.51,2021,3114,3544,79.89,Plastic,2,1,5.0,WiFi 6E,Dimensity 900,12,128,5.86,AMOLED,144,5243,18,108,16,"Macro, Wide",205.1,7.35,0.878668171557562
Sony,Android,536.77,2025,4067,5364,89.5,Glass,2,1,5.1,WiFi 5,Dimensity 900,12,64,6.19,LCD,90,5530,100,108,50,"Ultra-Wide, Macro",181.5,9.19,0.7582028337061895
Motorola,Android,302.59,2024,2195,3242,86.73,Glass,3,2,4.2,WiFi 6E,Exynos 1380,8,256,6.48,AMOLED,120,4900,100,64,50,Other,125.1,9.17,0.6770512029611351
Motorola,Android,188.02,2020,1945,832,87.52,Metal,4,2,5.1,WiFi 6,Snapdragon 680,4,64,5.52,AMOLED,120,5493,65,13,50,Macro,197.4,8.95,2.3377403846153846
Apple,iOS,982.47,2020,7747,8881,87.0,Plastic,5,1,4.2,WiFi 6,Snapdragon 8 Gen 2,8,64,5.68,OLED,144,3303,33,108,8,Other,191.0,7.55,0.872311676612994
Oppo,Android,208.98,2021,1630,1425,84.1,Plastic,3,1,4.2,WiFi 6,Dimensity 6020,3,128,5.89,LCD,60,4432,33,48,32,Other,212.8,8.15,1.143859649122807
Samsung,Android,870.98,2019,6536,7875,85.52,Plastic,6,1,5.0,WiFi 6,A17 Bionic,12,256,6.31,AMOLED,144,4593,45,108,8,"Telephoto, Ultra-Wide",195.1,7.2,0.829968253968254
Motorola,Android,267.73,2022,1426,2613,90.66,Glass,5,2,5.3,WiFi 6E,Dimensity 6020,4,128,6.86,AMOLED,90,4664,25,50,50,Other,203.1,8.83,0.5457328740910831
Google,Android,691.05,2019,5342,6521,92.66,Plastic,4,1,5.0,WiFi 5,Tensor G3,16,128,6.85,AMOLED,144,3683,18,108,16,Other,181.2,7.24,0.8191995092777181
Xiaomi,Android,97.61,2024,895,1074,88.55,Metal,5,2,5.0,WiFi 5,Snapdragon 680,6,128,5.72,OLED,120,4640,18,48,8,Depth,212.1,7.7,0.8333333333333334
Sony,Android,314.4,2022,2455,3240,75.73,Metal,5,1,4.2,WiFi 5,Dimensity 900,6,256,6.56,LCD,60,5527,33,64,16,Other,217.5,7.93,0.7577160493827161
Realme,Android,282.54,2022,1561,3250,90.48,Plastic,6,1,4.2,WiFi 5,Snapdragon 778G,12,128,5.87,AMOLED,120,4620,25,50,32,Other,228.5,8.28,0.4803076923076923
Samsung,Android,938.12,2025,6337,9577,93.66,Plastic,4,1,5.2,WiFi 6,Snapdragon 8 Gen 2,12,64,6.36,AMOLED,120,5290,18,200,16,"Ultra-Wide, Macro",207.2,8.78,0.6616894643416519
Motorola,Android,75.75,2023,1143,0,84.65,Plastic,3,1,5.3,WiFi 6E,Snapdragon 680,3,512,6.22,LCD,90,5157,65,13,50,"Depth, Wide",189.6,8.51,inf
Oppo,Android,443.32,2020,3628,4020,81.78,Glass,2,1,5.3,WiFi 5,Dimensity 900,6,128,6.43,OLED,60,6305,18,50,32,Other,173.5,9.05,0.9024875621890547
Motorola,Android,493.93,2023,3708,3344,84.11,Plastic,4,1,5.3,WiFi 6,Dimensity 900,8,128,6.39,AMOLED,144,4156,33,108,8,Other,213.2,8.57,1.1088516746411483
Xiaomi,Android,67.06,2022,1120,61,92.07,Plastic,7,2,5.2,WiFi 6E,Dimensity 6020,3,512,6.13,AMOLED,90,5890,65,48,16,Other,197.5,9.05,18.360655737704917
Sony,Android,92.53,2020,983,985,92.38,Plastic,3,2,5.2,WiFi 5,Dimensity 6020,6,64,5.51,LCD,120,4209,65,13,50,Depth,174.4,7.12,0.9979695431472081
Samsung,Android,332.48,2018,2271,3378,86.08,Metal,4,2,4.2,WiFi 6,Dimensity 900,12,64,6.72,AMOLED,90,3763,45,64,8,Wide,162.3,8.37,0.672291296625222
Xiaomi,Android,161.97,2021,1429,1642,92.89,Glass,2,2,5.3,WiFi 6E,Snapdragon 680,3,256,6.08,LCD,90,6175,25,13,32,Other,162.5,7.34,0.8702801461632156
Realme,Android,353.45,2019,2325,3227,79.15,Glass,2,2,4.2,WiFi 6,Exynos 1380,12,128,5.72,AMOLED,90,5818,18,64,32,"Telephoto, Wide",184.8,8.89,0.7204834211341804
